정류장 번호,관리번호,정류장명,정류장명(영어),경도,위도,데이터기준일
2696,265000714,방고개길입구,Banggogae-gil Entrance,127.7281 ,37.9369 ,2025-02-12
2697,250026972,방고개길입구,Banggogae-gil Entrance,127.7280 ,37.9370 ,2025-02-12
2698,250026973,강변코아루A,Gangbyeon Koaroo Apartment,127.7369 ,37.8982 ,2025-02-12
2699,250026974,강변코아루A,Gangbyeon Koaroo Apartment,127.7368 ,37.8981 ,2025-02-12
2700,250026975,두산위브A,Doosan We've Apartment,127.7546 ,37.8896 ,2025-02-12
2701,250026976,두산위브A,Doosan We've Apartment,127.7544 ,37.8901 ,2025-02-12
2702,250026977,감정교아랫길,Gamjeonggyoaraet-gil Road,127.7839 ,37.9029 ,2025-02-12
2703,250026978,감정교아랫길,Gamjeonggyoaraet-gil Road,127.7840 ,37.9029 ,2025-02-12
2705,250026980,윗박암길,Witbagam-gil,127.5443 ,37.7301 ,2025-02-12
2706,250026981,탑골삼거리,Topgol Samgeori,127.7090 ,37.7519 ,2025-02-12
2707,250026982,백양2리3반,Baegyang 2(i)-ri 3(sam)-ban,127.5756 ,37.8023 ,2025-02-12
2708,250026983,백양2리3반,Baegyang 2(i)-ri 3(sam)-ban,127.5758 ,37.8022 ,2025-02-12
2709,250026984,백양2리종점,Baegyang 2(i)-ri Terminus,127.5824 ,37.7949 ,2025-02-12
2710,250026985,백양2리종점,Baegyang 2(i)-ri Terminus,127.5826 ,37.7947 ,2025-02-12
2711,250026987,고성1리마을회관,Goseong 1(il)-ri Village Hall,127.7123 ,37.9945 ,2025-02-12
2714,250026989,떡갈매기,Tteokgalmaegi,127.8917 ,37.9719 ,2025-02-12
2715,250026990,오항1리3반,Ohang 1(il)-ri 3(sam)-ban,127.8880 ,37.9783 ,2025-02-12
2716,250026991,오항1리3반,Ohang 1(il)-ri 3(sam)-ban,127.8882 ,37.9783 ,2025-02-12
2717,250026992,해강A,Haegang Apartment,127.7896 ,37.9330 ,2025-02-12
2718,250026993,소망마을,Somang Village,127.7837 ,37.9336 ,2025-02-12
2719,250026994,정족1길,Jeongjok 1(il)-gil,127.7340 ,37.8285 ,2025-02-12
2720,250026995,정족1길,Jeongjok 1(il)-gil,127.7341 ,37.8285 ,2025-02-12
2721,250026996,정족리지품,Jeongjok-ri Jipum,127.7350 ,37.8264 ,2025-02-12
2722,250026997,정족리지품,Jeongjok-ri Jipum,127.7349 ,37.8263 ,2025-02-12
2723,250026998,전인고등학교,Jeonin High School,127.7522 ,37.7876 ,2025-02-12
2724,250026999,소주고개로,Sojugogae-ro,127.6246 ,37.7609 ,2025-02-12
2725,250027000,소주고개로,Sojugogae-ro,127.6246 ,37.7607 ,2025-02-12
2726,250027001,장본교앞사거리,Jangbongyo Sageori,127.7690 ,37.9540 ,2025-02-12
2727,250027002,장본교앞사거리,Jangbongyo Sageori,127.7689 ,37.9541 ,2025-02-12
2728,250027086,한숲시티A,Hansup City Apartment,127.7297 ,37.8532 ,2025-02-12
2729,250027085,한숲시티A,Hansup City Apartment,127.7295 ,37.8531 ,2025-02-12
2730,250027005,신북사거리,Sinbuk Sageori,127.7514 ,37.9246 ,2025-02-12
2731,250027006,우두택지,Udu Residential District,127.7353 ,37.9071 ,2025-02-12
2732,250027007,우두택지,Udu Residential District,127.7333 ,37.9068 ,2025-02-12
2733,250027099,샘밭장터,Saembat Market,127.7459 ,37.9246 ,2025-02-12
2734,250027100,샘밭장터,Saembat Market,127.7462 ,37.9245 ,2025-02-12
2737,250027012,애니박물관입구,Animation Museum Entrance,127.6904 ,37.8931 ,2025-02-12
2738,250027013,금산리수정천,Geumsan-ri Sujeongcheon,127.6949 ,37.9124 ,2025-02-12
2739,250027014,금산리수정천,Geumsan-ri Sujeongcheon,127.6948 ,37.9124 ,2025-02-12
2740,250027016,한솔마을,Hansol Village,127.8021 ,37.9019 ,2025-02-12
2741,250027015,한솔마을,Hansol Village,127.8021 ,37.9019 ,2025-02-12
2742,250026626,국유림관리소앞,National Forest Office Front,127.7749 ,37.9341 ,2025-02-12
2743,250027018,봉명리,bongmyeong-ri,127.7721 ,37.7671 ,2025-02-12
2744,250027019,봉명리,bongmyeong-ri,127.7724 ,37.7670 ,2025-02-12
2745,250027020,원창교,Wonchanggyo,127.7438 ,37.7871 ,2025-02-12
2746,250027021,갈골,Galgol,127.7400 ,37.7804 ,2025-02-12
2747,250027022,거두리종점,Geodu-ri Terminus,127.7918 ,37.8615 ,2025-02-12
2748,250027023,산수1리마을회관,Sansu 1(il)-ri Village Hall,127.6681 ,37.7140 ,2025-02-12
2749,250027024,감정1리마을회관,Gamjeong 1(il)-ri Village Hall,127.7899 ,37.8964 ,2025-02-12
2750,250027025,지내리,Jinae-ri,127.7279 ,37.9436 ,2025-02-12
2751,250027026,유포2리종점,Yupo 2(i)-ri Terminus,127.7766 ,37.9523 ,2025-02-12
2752,250027027,유포리,Yupo-ri,127.7789 ,37.9460 ,2025-02-12
2753,250027028,원정사입구,Wonjeongsa Entrance,127.7793 ,37.9419 ,2025-02-12
2754,250027029,침례교회앞,Baptist Church Front,127.7793 ,37.9393 ,2025-02-12
2755,250027030,방앗간앞,Mill Front,127.7785 ,37.9380 ,2025-02-12
2756,250027031,유포2리종점,Yupo 2(i)-ri Terminus,127.7766 ,37.9524 ,2025-02-12
2759,250027035,새말교,Saemalgyo,127.6108 ,37.8464 ,2025-02-12
2760,250027036,서상2리,Seosang 2(i)-ri,127.6705 ,37.9365 ,2025-02-12
2761,250027037,서상2리,Seosang 2(i)-ri,127.6648 ,37.9362 ,2025-02-12
2762,250027038,서상마을회관,Seosang Village Hall,127.6611 ,37.9352 ,2025-02-12
2763,250027039,서상2리,Seosang 2(i)-ri,127.6770 ,37.9380 ,2025-02-12
2764,250027040,신매1리,Sinmae 1(il)-ri,127.7025 ,37.9360 ,2025-02-12
2765,250027041,월송1리,Wolsong 1(il)-ri,127.6840 ,37.9291 ,2025-02-12
2766,250027042,월송1리,Wolsong 1(il)-ri,127.6727 ,37.9208 ,2025-02-12
2767,250027043,월송1리,Wolsong 1(il)-ri,127.6965 ,37.9307 ,2025-02-12
2768,250027044,월송1리,Wolsong 1(il)-ri,127.6921 ,37.9295 ,2025-02-12
2769,250027045,오월리납실교,Owol-ri Napsilgyo,127.6430 ,37.9786 ,2025-02-12
2770,250027046,오월2리,Owol 2(i)-ri,127.6415 ,37.9752 ,2025-02-12
2771,250027047,강원숲체험장입구,Gangwon Forest Experience Center Entrance,127.6408 ,37.9717 ,2025-02-12
2772,250027048,오월2리,Owol 2(i)-ri,127.6292 ,37.9698 ,2025-02-12
2773,250027049,오월2리,Owol 2(i)-ri,127.6273 ,37.9682 ,2025-02-12
2774,250027050,오월2리,Owol 2(i)-ri,127.6356 ,37.9715 ,2025-02-12
2779,250027055,오동초등학교앞,Odong Elementary School Front,127.7577 ,37.9519 ,2025-02-12
2780,250027056,삼포유원지입구,Sampo Recreation Area Entrance,127.7089 ,37.7992 ,2025-02-12
2781,250027057,월송1리,Wolsong 1(il)-ri,127.6837 ,37.9291 ,2025-02-12
2782,250027058,월송1리,Wolsong 1(il)-ri,127.6839 ,37.9290 ,2025-02-12
2783,250027059,삼포,Sampo,127.7127 ,37.7990 ,2025-02-12
2784,250027060,증4리,Jeung 4(Sa)-ri,127.7239 ,37.8012 ,2025-02-12
2785,250027061,새고개,Sae Pass,127.7196 ,37.8000 ,2025-02-12
2786,250027062,후동2리입구, Hudong 2(i)-ri Entrance,127.6343 ,37.7426 ,2025-02-12
2787,250027063,후동2리입구, Hudong 2(i)-ri Entrance,127.6342 ,37.7427 ,2025-02-12
2788,250027064,가정중학교,Gajeong Middle School,127.5729 ,37.7402 ,2025-02-12
2789,250027065,한덕리,Handeok-ri,127.6136 ,37.6787 ,2025-02-12
2790,250027066,산수리,Sansu-ri,127.6715 ,37.7125 ,2025-02-12
2791,250027067,산수1리,Sansu 1(il)-ri,127.6758 ,37.7088 ,2025-02-12
2792,250027068,산수2리,Sansu 2(i)-ri,127.6813 ,37.7022 ,2025-02-12
2793,250027069,광판초교,Gwangpan Elementary School,127.7010 ,37.7300 ,2025-02-12
2796,250027072,합동교,Hapdonggyo,127.7882 ,37.8999 ,2025-02-12
2797,250027073,감정2리마을회관,Gamjeong 2(i)-ri Village Hall,127.7913 ,37.9013 ,2025-02-12
2799,250027075,감정2리,Gamjeong 2(i)-ri,127.7920 ,37.9023 ,2025-02-12
2800,250027076,가정중학교,Gajeong Middle School,127.5727 ,37.7398 ,2025-02-12
2802,250027078,솔밭종점,Solbat Terminus,127.7705 ,37.9254 ,2025-02-12
2804,250027080,사암2리,Saam 2(i)-ri,127.7712 ,37.8355 ,2025-02-12
2805,250027081,사암리,Saam-ri,127.7679 ,37.8260 ,2025-02-12
2806,250027082,사암2리,Saam 2(i)-ri,127.7710 ,37.8353 ,2025-02-12
2807,250027083,사암2리마을회관,Saam 2(i)-ri Village Hall,127.7669 ,37.8399 ,2025-02-12
2808,250027084,학곡리,Hakgok-ri,127.7634 ,37.8227 ,2025-02-12
2809,250027094,춘천자원,Chuncheon Resources,127.7640 ,37.8279 ,2025-02-12
2810,250027095,춘천자원,Chuncheon Resources,127.7641 ,37.8282 ,2025-02-12
2813,250027101,성문1길,Seongmun 1(il)-gil,127.7272 ,37.9579 ,2025-02-12
2814,250027102,성문1길,Seongmun 1(il)-gil,127.7271 ,37.9578 ,2025-02-12
2817,250027109,팔미리용수교,Palmi-ri Yongsugyo,127.6835 ,37.8173 ,2025-02-12
2818,250027110,팔미리용수교,Palmi-ri Yongsugyo,127.6836 ,37.8173 ,2025-02-12
2819,250027111,퇴계공단길,Toegyegongdan-gil,127.7352 ,37.8454 ,2025-02-12
2820,250027112,퇴계농공로,Toegyenonggon-ro,127.7423 ,37.8455 ,2025-02-12
2821,250027113,증4리마을회관,Jeung 4(sa)-ri Village Hall,127.7147 ,37.7977 ,2025-02-12
2822,250027114,증4리마을회관,Jeung 4(sa)-ri Village Hall,127.7149 ,37.7977 ,2025-02-12
2823,250027115,혈동1리,Hyeoldong 1(il)-ri,127.7069 ,37.7689 ,2025-02-12
2824,250027116,산수1리,Sansu 1(il)-ri,127.6755 ,37.7093 ,2025-02-12
2825,250027117,합동교,Hapdonggyo,127.7883 ,37.8999 ,2025-02-12
2826,250027118,서상1리1반,Seosang 1(il)-ri 1(il)-ban,127.6880 ,37.9541 ,2025-02-12
2827,250027120,추곡3거리,Chugok Samgeori,127.6510 ,37.7450 ,2025-02-12
2828,250027121,안보2리1반, Anbo 2(i)-ri 1(il)-ban,127.5723 ,37.8462 ,2025-02-12
2829,250027122,안보2리1반, Anbo 2(i)-ri 1(il)-ban,127.5721 ,37.8462 ,2025-02-12
2830,250027123,안보2리3반, Anbo 2(i)-ri 3(sam)-ban,127.5790 ,37.8533 ,2025-02-12
2831,250027124,안보2리3반, Anbo 2(i)-ri 3(sam)-ban,127.5789 ,37.8533 ,2025-02-12
2832,250027125,무림정사입구,Murimjeongsa Entrance,127.5829 ,37.8643 ,2025-02-12
2833,250027126,무림정사입구,Murimjeongsa Entrance,127.5827 ,37.8642 ,2025-02-12
2836,250027129,인형극장앞,Puppet Theater Front,127.7210 ,37.9210 ,2025-02-12
2837,250027130,사랑말삼거리,Sarangmal Samgeori,127.7414 ,37.9310 ,2025-02-12
2838,250027131,율문4리경로당,Yulmun 4(sa)-ri Senior Center,127.7435 ,37.9327 ,2025-02-12
2839,250027134,군자리,Gunja-ri,127.7353 ,37.7883 ,2025-02-12
2840,250027135,장본교앞사거리,Jangbongyo Sageori,127.7692 ,37.9540 ,2025-02-12
2841,250027136,장본교앞사거리,Jangbongyo Sageori,127.7690 ,37.9539 ,2025-02-12
2842,250027137,안마산로입구,Anmasan-ro Entrance,127.7175 ,37.8591 ,2025-02-12
2844,250027140,산촌생태마을,Sanchon Eco Village,127.6362 ,37.8801 ,2025-02-12
2845,250027141,용산3리3반,Yongsan 3(sam)-ri 3(sam)-ban,127.7065 ,37.9476 ,2025-02-12
2846,250027142,용산3리3반,Yongsan 3(sam)-ri 3(sam)-ban,127.7064 ,37.9478 ,2025-02-12
2847,265000758,역골교삼거리,Yeokgolgyo Samgeori,127.7131 ,37.9503 ,2025-02-12
2848,250027144,역골교삼거리,Yeokgolgyo Samgeori,127.7131 ,37.9504 ,2025-02-12
2849,250027146,팔미1리1반,Palmi 1(il)-ri 1(il)-ban,127.7116 ,37.8295 ,2025-02-12
2850,250027147,팔미1리1반,Palmi 1(il)-ri 1(il)-ban,127.7116 ,37.8297 ,2025-02-12
2851,250027148,서상2리1반,Seosang 2(i)-ri 1(il)-ban,127.6833 ,37.9385 ,2025-02-12
2852,250027149,서상2리1반,Seosang 2(i)-ri 1(il)-ban,127.6832 ,37.9386 ,2025-02-12
2854,265000667,창촌3리삼거리,jangchon 3(sam)-ri Samgeori,127.6426 ,37.7704 ,2025-02-12
2855,265000669,발산2리4반,balsan2(ri),127.6184 ,37.7338 ,2025-02-12
2856,265000670,파크자이A,Park Xi Apartment,127.7085 ,37.8675 ,2025-02-12
2857,265000671,파크자이A,Park Xi Apartment,127.7078 ,37.8681 ,2025-02-12
2858,265000668,발산2리4반,balsan2(ri),127.6182 ,37.7338 ,2025-02-12
2859,265000672,우미린A,womirinA,127.7558 ,37.8785 ,2025-02-12
2860,265000673,금호빌리지,Kumho-village,127.7560 ,37.8786 ,2025-02-12
2861,265000674,산천2리마을회관,sancheon2(ri),127.7435 ,37.9584 ,2025-02-12
2862,265000675,산천2리마을회관,sancheon2(ri),127.7433 ,37.9584 ,2025-02-12
2863,263001765,간척사거리,Gancheok Sageori,127.8173 ,38.0290 ,2025-02-12
2864,263001766,간척사거리,Gancheok Sageori,127.8160 ,38.0285 ,2025-02-12
