정류장 번호,관리번호,정류장명,정류장명(영어),경도,위도,데이터기준일
2062,250002085,(구)승마장,(Former) Riding Facilities,127.6932 ,37.8706 ,2025-02-12
2063,250002086,시립요양원입구,Municipal Senior Care Center Entrance,127.7500 ,37.8506 ,2025-02-12
2064,250002087,수청골입구,Sucheonggol Entrance,127.8923 ,37.9861 ,2025-02-12
2065,250002088,수청교,Sucheonggyo,127.8926 ,37.9862 ,2025-02-12
2066,250002089,수동리,Sudong-ri,127.6681 ,37.7752 ,2025-02-12
2067,250002090,수동리,Sudong-ri,127.6680 ,37.7752 ,2025-02-12
2068,250002091,수동2리,Sudong 2(i)-ri,127.6436 ,37.7665 ,2025-02-12
2069,250002092,수동2리,Sudong 2(i)-ri,127.6434 ,37.7666 ,2025-02-12
2070,250002093,수동1리종점,Sudong 1(il)-ri Terminus,127.6794 ,37.7734 ,2025-02-12
2071,250002094,수동1리입구,Sudong 1(il)-ri Entrance,127.6541 ,37.7812 ,2025-02-12
2072,250002095,수동1리입구,Sudong 1(il)-ri Entrance,127.6541 ,37.7813 ,2025-02-12
2073,250002096,수동1리,Sudong 1(il)-ri,127.6616 ,37.7765 ,2025-02-12
2074,250002097,수동1리,Sudong 1(il)-ri,127.6616 ,37.7766 ,2025-02-12
2075,250002098,송암삼거리,Song-am sam geori,127.7034 ,37.9884 ,2025-02-12
2076,250002099,송암리,Songam-ri,127.7019 ,37.9885 ,2025-02-12
2077,250002100,송암리,Songam-ri,127.6866 ,37.9955 ,2025-02-12
2078,250002101,송암리,Songam-ri,127.6908 ,37.9929 ,2025-02-12
2079,250002102,송암동,Songam-dong,127.6896 ,37.8520 ,2025-02-12
2080,250002103,송암동,Songam-dong,127.6909 ,37.8504 ,2025-02-12
2081,250002104,송암3반,Songam 3(sam)-ban,127.6921 ,38.0034 ,2025-02-12
2082,250002105,등선폭포주차장,Deungseon Falls Parking,127.6663 ,37.8260 ,2025-02-12
2083,250002106,솔밭종점,Solbat Terminus,127.7706 ,37.9253 ,2025-02-12
2084,250002107,소양초교,Soyang Elementary School,127.7395 ,37.9053 ,2025-02-12
2085,250002108,소양초교,Soyang Elementary School,127.7394 ,37.9059 ,2025-02-12
2086,250002109,소양중학교,Soyang Middle School,127.7248 ,37.9060 ,2025-02-12
2087,250002110,소양중학교,Soyang Middle School,127.7250 ,37.9051 ,2025-02-12
2088,250002111,소양정수장,Soyang Purification Plant,127.7774 ,37.9022 ,2025-02-12
2089,250002112,소양정수장,Soyang Purification Plant,127.7773 ,37.9023 ,2025-02-12
2090,250002113,소양로2가,Soyang-ro 2(i)-ga,127.7251 ,37.8890 ,2025-02-12
2091,265000789,남산하나로마트,Namsan Hanaro Mart,127.6432 ,37.7907 ,2025-02-12
2092,250002115,소양로1가,Soyang-ro 1(il)-ga,127.7258 ,37.8914 ,2025-02-12
2093,250002116,소양강댐주차장,Soyanggang Dam Parking Lot,127.8016 ,37.9382 ,2025-02-12
2094,250002117,소양강댐정상,Top of Soyanggang Dam,127.8127 ,37.9476 ,2025-02-12
2095,265000803,소양강댐사택,Soyanggang Dam Company Housing,127.7936 ,37.9327 ,2025-02-12
2096,250002119,소양강댐사택,Soyanggang Dam Company Housing,127.7952 ,37.9337 ,2025-02-12
2097,250002120,소양2교,Soyang 2(i)-gyo,127.7286 ,37.8996 ,2025-02-12
2098,250002121,사우사거리,Sau Sageori,127.7284 ,37.9000 ,2025-02-12
2099,250002122,초록지붕8차,Chorokjibung 8(pal)-cha Apartment,127.7549 ,37.8807 ,2025-02-12
2100,250002123,초록지붕6차,Chorokjibung 6(yuk)-cha Apartment,127.7547 ,37.8806 ,2025-02-12
2101,250002124,세경3차,Saekyung 3(sam)-cha Apartment,127.7441 ,37.8848 ,2025-02-12
2102,250002125,세경3차,Saekyung 3(sam)-cha Apartment,127.7437 ,37.8844 ,2025-02-12
2103,250002126,성원초등학교,Seongwon Elementary School,127.7435 ,37.8481 ,2025-02-12
2104,250002127,한림대학교,Hallym University,127.7384 ,37.8836 ,2025-02-12
2105,250002128,성림초등학교,Seonglim Elementary School,127.7414 ,37.8528 ,2025-02-12
2106,250002129,현진에버빌2차,Hyunjin Evervill 3(sam)-cha Apartment,127.7416 ,37.8527 ,2025-02-12
2107,250002130,설미종점,Seolmi Terminus,127.6791 ,37.8100 ,2025-02-12
2108,250002131,봄내초교,Bomnae Elementary School,127.7420 ,37.8566 ,2025-02-12
2109,250002132,봄내초등학교,Bomnae Elementary School,127.7418 ,37.8564 ,2025-02-12
2110,250002133,퇴계현대3차,Toegye Hyundai 3(sam)-cha Apartment,127.7410 ,37.8545 ,2025-02-12
2111,250002134,남부지구대,Nambu Police Precinct,127.7454 ,37.8615 ,2025-02-12
2112,250002135,남부지구대,Nambu Police Precinct,127.7451 ,37.8615 ,2025-02-12
2113,250002136,석사A,Seoksa Apartment,127.7391 ,37.8628 ,2025-02-12
2114,250002137,석사A,Seoksa Apartment,127.7394 ,37.8629 ,2025-02-12
2115,250002138,석사삼익A,Seoksa Samick Apartment,127.7511 ,37.8531 ,2025-02-12
2116,250002139,초록지붕A,Chorokjibung Apartment,127.7513 ,37.8533 ,2025-02-12
2117,250002140,석사사거리,Seoksa Sageori,127.7451 ,37.8596 ,2025-02-12
2118,250002141,석사부영A,Seoksa Booyoung Apartment,127.7560 ,37.8691 ,2025-02-12
2119,250002142,석사동행복센터,Seoksa-dong Community Service Center,127.7425 ,37.8592 ,2025-02-12
2120,250002143,석사동행복센터,Seoksa-dong Community Service Center,127.7428 ,37.8591 ,2025-02-12
2121,250002144,석사대우A,Seoksa Daewoo Apartment,127.7563 ,37.8691 ,2025-02-12
2122,250002145,석사극동A,Seoksa Kukdong Apartment,127.7527 ,37.8511 ,2025-02-12
2123,250002146,석사극동A,Seoksa Kukdong Apartment,127.7529 ,37.8512 ,2025-02-12
2124,250002147,석사교회,Seoksa Methodist Church,127.7446 ,37.8599 ,2025-02-12
2125,250002148,석사4거리,Seoksa Sageori,127.7433 ,37.8612 ,2025-02-12
2126,250002149,석사2지구A,Seoksa 2(i)-jigu Apartment,127.7569 ,37.8705 ,2025-02-12
2127,250002150,석사2지구A,Seoksa 2(i)-jigu Apartment,127.7570 ,37.8703 ,2025-02-12
2128,250002151,석갓,Seokgat,127.6965 ,37.9360 ,2025-02-12
2129,250002152,석갓,Seokgat,127.6965 ,37.9359 ,2025-02-12
2130,250002153,서춘천농협,Seochuncheon Nonghyup,127.7025 ,37.9323 ,2025-02-12
2131,250002154,서춘천농협,Seochuncheon Nonghyup,127.7027 ,37.9323 ,2025-02-12
2132,250002155,서천리,Seocheon-ri,127.5521 ,37.8409 ,2025-02-12
2133,265000802,춘천원예농협,Chuncheon wonye nognhyup,127.7289 ,37.9127 ,2025-02-12
2134,250002157,서천1리,Seocheon 1(il)-ri,127.5526 ,37.8386 ,2025-02-12
2135,250002158,서천1리,Seocheon 1(il)-ri,127.5529 ,37.8385 ,2025-02-12
2136,250002159,서상초교,Seosang Elementary School,127.7063 ,37.9285 ,2025-02-12
2137,250002160,서상초교,Seosang Elementary School,127.7063 ,37.9282 ,2025-02-12
2138,250002161,서상2리종점,Seosang 2(i)-ri Terminus,127.6581 ,37.9344 ,2025-02-12
2139,250002162,서상1리종점,Seosang 1(il)-ri Terminus,127.7037 ,37.9424 ,2025-02-12
2140,250002163,서상1리종점,Seosang 1(il)-ri Terminus,127.7037 ,37.9421 ,2025-02-12
2141,250002164,서부시장,Seobu Market,127.7241 ,37.8858 ,2025-02-12
2142,250002165,서면치안센터,Seo-myeon Police Patrol,127.7094 ,37.9239 ,2025-02-12
2143,250002166,서면치안센터,Seo-myeon Police Patrol,127.7092 ,37.9239 ,2025-02-12
2144,250002167,서면행정복지센터,Seo-myeon Community Service Center,127.6937 ,37.8981 ,2025-02-12
2145,250002168,서면행정복지센터,Seo-myeon Community Service Center,127.6941 ,37.8984 ,2025-02-12
2146,250002169,샬롬(산후조리원),Shalom Postnatal Care Center,127.6003 ,37.8344 ,2025-02-12
2147,250002170,새술막,Saesulmak,127.7569 ,37.7863 ,2025-02-12
2148,250002171,새술막,Saesulmak,127.7577 ,37.7859 ,2025-02-12
2149,250002172,새말교,Saemalgyo,127.6107 ,37.8465 ,2025-02-12
2150,265000796,학곡지구(예정),,127.7569 ,37.8419 ,2025-02-12
2151,250002174,새마을고개,Saemaeul Pass,127.7327 ,37.8715 ,2025-02-12
2152,250002175,새마을고개,Saemaeul Pass,127.7325 ,37.8710 ,2025-02-12
2153,250002176,증4리종점,Jeung 4(sa)-ri Terminus,127.7312 ,37.7989 ,2025-02-12
2154,250002177,상천초등학교,Sangcheon Elementary School,127.7852 ,37.9299 ,2025-02-12
2155,250002178,상원사,Sangwonsa,127.6742 ,37.8409 ,2025-02-12
2156,250002179,상원사,Sangwonsa,127.6744 ,37.8413 ,2025-02-12
2157,250002180,상걸리종점,Sanggeol-ri Terminus,127.8642 ,37.8516 ,2025-02-12
2158,250002181,상걸리보건진료소,Sanggeol-ri Community Health Center,127.8499 ,37.8621 ,2025-02-12
2159,250002182,상걸리보건진료소,Sanggeol-ri Community Health Center,127.8502 ,37.8621 ,2025-02-12
2160,250002183,상걸1리,Sanggeol 1(il)-ri,127.8442 ,37.8661 ,2025-02-12
2161,250002184,상걸1리,Sanggeol 1(il)-ri,127.8441 ,37.8662 ,2025-02-12
2162,265000788,장본교,Jangbon gyo,127.7686 ,37.9544 ,2025-02-12
2163,265000787,장본교,Jangbon gyo,127.7686 ,37.9546 ,2025-02-12
2164,250002187,삼포유원지,Sampo Recreation Area,127.7150 ,37.7978 ,2025-02-12
2165,250002188,삼포유원지,Sampo Recreation Area,127.7150 ,37.7977 ,2025-02-12
2166,250002189,삼천동사거리,Samcheon-dong Sageori,127.7070 ,37.8690 ,2025-02-12
2167,250002190,삼천동사거리,Samcheon-dong Sageori,127.7074 ,37.8698 ,2025-02-12
2168,250002191,여우고개삼거리,Yeou Pass Samgeori,127.7394 ,37.9195 ,2025-02-12
2169,250002192,여우고개삼거리,Yeou Pass Samgeori,127.7391 ,37.9191 ,2025-02-12
2170,250002193,의암댐,Uiam Dam,127.6742 ,37.8376 ,2025-02-12
2171,250002194,의암댐,Uiam Dam,127.6741 ,37.8372 ,2025-02-12
2172,250026717,발산3리종점,Balsan 3(i)-ri Terminus,127.7475 ,37.9609 ,2025-02-12
2173,250002196,산천1리,Sancheon 1(il)-ri,127.7519 ,37.9429 ,2025-02-12
2174,250002197,산천1리,Sancheon 1(il)-ri,127.7516 ,37.9425 ,2025-02-12
2175,250002198,산천1리,Sancheon 1(il)-ri,127.7523 ,37.9475 ,2025-02-12
2176,250002199,산천1리,Sancheon 1(il)-ri,127.7523 ,37.9478 ,2025-02-12
2177,250002200,산수빌A,Sansubil Apartment,127.7649 ,37.8475 ,2025-02-12
2178,250002201,산수빌A,Sansubil Apartment,127.7644 ,37.8478 ,2025-02-12
2179,250002202,산수리,Sansu-ri,127.6717 ,37.7125 ,2025-02-12
2180,250002203,(구)싸이클경기장,(Fomer) Cycle Stadium,127.6927 ,37.8691 ,2025-02-12
2181,250002204,사암리,Saam-ri,127.7649 ,37.8412 ,2025-02-12
2182,250002205,사암4리종점,Saam 4(sa)-ri Terminus,127.7683 ,37.8231 ,2025-02-12
2183,250002206,사암4리종점,Saam 4(sa)-ri Terminus,127.7684 ,37.8233 ,2025-02-12
2184,265000800,고란터,Goranteo,127.5702 ,37.7381 ,2025-02-12
2185,250002208,사암3리,Saam 3(sam)-ri,127.7747 ,37.8332 ,2025-02-12
2186,250002209,사암3리,Saam 3(sam)-ri,127.7748 ,37.8332 ,2025-02-12
2187,250002210,사암1리,Saam 1(il)-ri,127.7701 ,37.8320 ,2025-02-12
2188,265000801,고란터,Goranteo,127.5703 ,37.7380 ,2025-02-12
2189,250002212,사암1리,Saam 1(il)-ri,127.7700 ,37.8321 ,2025-02-12
2190,250002213,사북우체국,Sabuk Post Office,127.6435 ,38.0387 ,2025-02-12
2191,250002214,사북우체국,Sabuk Post Office,127.6434 ,38.0388 ,2025-02-12
2192,250002215,사북면행복센터,Sabuk-myeon Community Service Center,127.6414 ,38.0301 ,2025-02-12
2193,250002216,사북면행복센터,Sabuk-myeon Community Service Center,127.6412 ,38.0290 ,2025-02-12
2194,250002217,사대부고,Kangwon National University High School,127.7469 ,37.8728 ,2025-02-12
2195,250002218,우두로입구,Udu-ro Entrance,127.7221 ,37.9135 ,2025-02-12
2196,250002219,우두로입구,Udu-ro Entrance,127.7218 ,37.9133 ,2025-02-12
2197,250002220,사농현대A,Sanong Hyundai Apartment,127.7224 ,37.9108 ,2025-02-12
2198,250002221,보타사입구,Botasa Entrance,127.7013 ,37.8451 ,2025-02-12
2199,250002222,보타사입구,Botasa Entrance,127.7010 ,37.8452 ,2025-02-12
2200,250002223,북산면행복센터,Buksan-myeon Community Service Center,127.8856 ,37.9873 ,2025-02-12
2201,250002224,북산면행복센터,Buksan-myeon Community Service Center,127.8853 ,37.9873 ,2025-02-12
2202,250002225,교대부설초교,Attached Primary School of Chuncheon Univ of Edu,127.7311 ,37.8698 ,2025-02-12
2203,250002226,봉의초교,Bongui Elementary School,127.7297 ,37.8751 ,2025-02-12
2204,250002227,봉의중학교,Bongui Middle School,127.7415 ,37.8793 ,2025-02-12
2205,250002228,봉의중학교,Bongui Middle School,127.7416 ,37.8791 ,2025-02-12
2206,250002229,봉의A,Bongui Apartment,127.7449 ,37.8867 ,2025-02-12
2207,250002230,봉의A,Bongui Apartment,127.7442 ,37.8877 ,2025-02-12
2208,250002231,봉명리종점,Bongmyeong-ri Terminus,127.8126 ,37.7737 ,2025-02-12
2209,250002232,봉명2리,Bongmyeong 2(i)-ri,127.8111 ,37.7733 ,2025-02-12
2210,250002233,봉명1리,Bongmyeong 1(il)-ri,127.7947 ,37.7578 ,2025-02-12
2211,250002234,봉명1리1반,Bongmyeong 1(il)-ri 1(il)-ban,127.7946 ,37.7579 ,2025-02-12
2212,250002235,보안사거리,Boan Sageori,127.7527 ,37.8750 ,2025-02-12
2213,250002236,보안사거리,Boan Sageori,127.7524 ,37.8754 ,2025-02-12
2214,250002237,푸른언덕공원,Pureuneondeok Park,127.7463 ,37.8763 ,2025-02-12
2215,250002238,푸른언덕공원,Pureuneondeok Park,127.7456 ,37.8762 ,2025-02-12
2216,250002239,춘천지방법원,Chuncheon District Court,127.7342 ,37.8661 ,2025-02-12
2217,250002240,법원,Court,127.7329 ,37.8661 ,2025-02-12
2218,250002241,법원,Court,127.7332 ,37.8659 ,2025-02-12
2219,250002242,번개시장,Bungae Market,127.7263 ,37.8920 ,2025-02-12
2220,250002243,백양리종점,Baegyang-ri Terminus,127.5733 ,37.8103 ,2025-02-12
2221,265000794,국립춘천숲체원,Chuncheon Center for Forest Activities,127.7718 ,37.9799 ,2025-02-12
2222,265000795,국립춘천숲체원,Chuncheon Center for Forest Activities,127.7716 ,37.9800 ,2025-02-12
2223,250002246,백양리,Baegyang-ri,127.5600 ,37.8278 ,2025-02-12
2224,250002247,백양리,Baegyang-ri,127.5602 ,37.8278 ,2025-02-12
2225,250002248,백양1리,Baegyang 1(il)-ri,127.5627 ,37.8240 ,2025-02-12
2226,250002249,백양1리,Baegyang 1(il)-ri,127.5628 ,37.8241 ,2025-02-12
2227,265000793,상공회의소,Chamber of Commerce & Industry,127.7527 ,37.8983 ,2025-02-12
2228,265000792,상공회의소,Chamber of Commerce & Industry,127.7527 ,37.8985 ,2025-02-12
2229,250002252,배나무골,Baenamugol,127.7175 ,37.8599 ,2025-02-12
2230,250002253,배나무골,Baenamugol,127.7171 ,37.8598 ,2025-02-12
2231,250002255,방죽기,Bangjukgi,127.7361 ,37.8355 ,2025-02-12
2232,250002256,방죽기,Bangjukgi,127.7363 ,37.8355 ,2025-02-12
2233,250002257,송암스포츠타운,Songam Sports Town,127.6885 ,37.8558 ,2025-02-12
2234,250002258,방동리종점,Bangdong-ri Terminus,127.6656 ,37.9090 ,2025-02-12
2235,250002259,방동2리,Bangdong 2(i)-ri,127.6751 ,37.9005 ,2025-02-12
2236,250002260,방동2리,Bangdong 2(i)-ri,127.6733 ,37.9040 ,2025-02-12
2237,250002261,방동2리,Bangdong 2(i)-ri,127.6685 ,37.9071 ,2025-02-12
2238,250002262,방동2리,Bangdong 2(i)-ri,127.6686 ,37.9072 ,2025-02-12
2239,250002263,방동2리,Bangdong 2(i)-ri,127.6733 ,37.9041 ,2025-02-12
2240,250002264,방동2리,Bangdong 2(i)-ri,127.6753 ,37.9006 ,2025-02-12
2241,250002265,장절공,Jangjeolgong,127.6618 ,37.9018 ,2025-02-12
2242,250002266,방동1리,Bangdong 1(il)-ri,127.6753 ,37.8959 ,2025-02-12
2243,250026527,성심경로당,Seongsim Senior Center,127.7398 ,37.8812 ,2025-02-12
2244,250026528,파크푸르지오A,Park Prugio Apartment,127.7124 ,37.8666 ,2025-02-12
2245,250026511,파크푸르지오A,Park Prugio Apartment,127.7127 ,37.8667 ,2025-02-12
2246,265000790,지내2리,Jinae 2(i)-ri,127.7251 ,37.9558 ,2025-02-12
2247,265000791,지내2리,Jinae 2(i)-ri,127.7250 ,37.9557 ,2025-02-12
2248,250026512,럭키아파트후문,Lucky Apartment Rear Entrance,127.7159 ,37.8646 ,2025-02-12
2249,250026513,럭키아파트후문,Lucky Apartment Rear Entrance,127.7161 ,37.8648 ,2025-02-12
2250,250026516,송암스포츠타운,Songam Sports Town,127.6888 ,37.8556 ,2025-02-12
2251,250026517,성심경로당,Seongsim Senior Center,127.7400 ,37.8812 ,2025-02-12
2252,265000797,학곡지구(예정),,127.7571 ,37.8419 ,2025-02-12
2253,250026519,원창2리,Wonchang 2(i)-ri,127.7757 ,37.8015 ,2025-02-12
2254,265000798,학곡지구(예정),,127.7561 ,37.8393 ,2025-02-12
2255,265000799,학곡지구(예정),,127.7563 ,37.8392 ,2025-02-12
2256,250026522,가산교,Gasangyo,127.7816 ,37.9185 ,2025-02-12
2257,250026523,지내3리,Jinae 3(sam)-ri,127.7771 ,37.9226 ,2025-02-12
2258,250026524,가산교,Gasangyo,127.7817 ,37.9185 ,2025-02-12
2259,250026525,지내3리,Jinae 3(sam)-ri,127.7772 ,37.9225 ,2025-02-12
2260,250026526,상걸리종점,Sanggeol-ri Terminus,127.8641 ,37.8517 ,2025-02-12
2261,250026510,국군병원사거리,Armed Foces Hospital Sageori,127.7277 ,37.9369 ,2025-02-12
2262,250000040,한덕리,Handeok-ri,127.6134 ,37.6788 ,2025-02-12
2263,250000041,한덕리입구,Handeok-ri Entrance,127.6118 ,37.6771 ,2025-02-12
2264,250000042,한덕리입구,Handeok-ri Entrance,127.6117 ,37.6772 ,2025-02-12
2265,250026530,조양3리종점,Joyang 3(sam)-ri Terminus,127.8329 ,37.7513 ,2025-02-12
2266,250026531,유앤아이A,U&I Apartment,127.7633 ,37.8798 ,2025-02-12
2267,250026532,유앤아이A,U&I Apartment,127.7635 ,37.8797 ,2025-02-12
2268,250026533,동신장로교회,Dongshin Presbyterian Church,127.7598 ,37.8782 ,2025-02-12
2269,250026534,구름다리주유소,Gureumdari Gas Station,127.7599 ,37.8780 ,2025-02-12
2270,250026535,강원사대부고,Kangwon National University High School,127.7474 ,37.8719 ,2025-02-12
2271,250026536,강원사대부고,Kangwon National University High School,127.7472 ,37.8717 ,2025-02-12
2272,250026537,케이티앤지,KT,127.7275 ,37.8618 ,2025-02-12
2273,265000808,방곡2리입구,Banggok 2(i)-ri Entrance,127.6403 ,37.7938 ,2025-02-12
2274,250026539,농산물도매시장,Wholesale Produce Market,127.7283 ,37.9068 ,2025-02-12
2275,250026540,농산물도매시장,Wholesale Produce Market,127.7283 ,37.9071 ,2025-02-12
2276,250026541,우두사거리,Udu Sageori,127.7386 ,37.9069 ,2025-02-12
2277,250026542,우두사거리,Udu Sageori,127.7386 ,37.9071 ,2025-02-12
2278,250026543,홈플러스,Homeplus,127.7352 ,37.8508 ,2025-02-12
2279,250026544,여우고개사거리,Yeou Pass Sageori,127.7390 ,37.9221 ,2025-02-12
2280,265000809,방곡2리입구,Banggok 2(i)-ri Entrance,127.6404 ,37.7937 ,2025-02-12
2281,250026546,여우고개사거리,Yeou Pass Sageori,127.7392 ,37.9223 ,2025-02-12
2282,265000804,강원대국제생활관,Kanwon National Univ,127.7519 ,37.8699 ,2025-02-12
2283,250026547,금대울,Geumdaeul,127.7878 ,37.8673 ,2025-02-12
2284,250026548,호반베르디움,Hoban Vertium Apartment,127.7594 ,37.8572 ,2025-02-12
2285,250026549,남춘천역,Namchuncheon Station,127.7231 ,37.8639 ,2025-02-12
2286,250026550,소양강처녀상,Soyanggang Maiden statue,127.7259 ,37.8937 ,2025-02-12
2287,250026551,소양강처녀상,Soyanggang Maiden statue,127.7251 ,37.8932 ,2025-02-12
2288,250026552,춘천역,Chuncheon Station,127.7182 ,37.8852 ,2025-02-12
2289,250026553,효자교,Hyojagyo,127.7289 ,37.8681 ,2025-02-12
2290,250026554,퇴계일성A,Toegye Ilsung Apartment,127.7268 ,37.8662 ,2025-02-12
2291,250026555,퇴계일성A,Toegye Ilsung Apartment,127.7270 ,37.8661 ,2025-02-12
2292,250026556,효자교,Hyojagyo,127.7289 ,37.8678 ,2025-02-12
2293,250026557,당간지주입구,Flagpole Supports Entrance,127.7219 ,37.8913 ,2025-02-12
2294,250026558,당간지주입구,Flagpole Supports Entrance,127.7221 ,37.8912 ,2025-02-12
2295,250026559,남춘천역,Namchuncheon Station,127.7234 ,37.8641 ,2025-02-12
2296,250026560,백양리역,Baegyang-ri Station,127.5889 ,37.8312 ,2025-02-12
2297,250026561,백양리역,Baegyang-ri Station,127.5883 ,37.8311 ,2025-02-12
2298,250026562,굴봉산역,Gulbongsan Station,127.5576 ,37.8321 ,2025-02-12
2299,250026563,굴봉산역,Gulbongsan Station,127.5574 ,37.8322 ,2025-02-12
2300,250026564,성신양회,Sungshin Cement,127.7204 ,37.8886 ,2025-02-12
2301,265000812,충의대교,Chungui bridge,127.5892 ,37.7268 ,2025-02-12
2302,265000811,충의대교,Chungui bridge,127.5894 ,37.7267 ,2025-02-12
2303,250026567,강촌역,Gangchon Station,127.6343 ,37.8063 ,2025-02-12
2304,250026568,강촌역,Gangchon Station,127.6337 ,37.8064 ,2025-02-12
2305,250026569,강촌역입구,Gangchon Station Entrance,127.6366 ,37.8060 ,2025-02-12
2306,250026570,강촌역입구,Gangchon Station Entrance,127.6367 ,37.8060 ,2025-02-12
2307,265000805,장학LH정문,Janghak LH Main Gate,127.7508 ,37.8966 ,2025-02-12
2308,250026572,막국수체험관,Chuncheon Makguksu Museum,127.7498 ,37.9484 ,2025-02-12
2309,250026573,옥광산,Jade Mine,127.8057 ,37.9210 ,2025-02-12
2310,250026574,남춘천역2번출구,Namchuncheon Station Exit 2(i),127.7248 ,37.8637 ,2025-02-12
2311,250026575,광판농협입구,Gwangpan Nonghyup Entrance,127.7074 ,37.7354 ,2025-02-12
2312,250026576,광판농협입구,Gwangpan Nonghyup Entrance,127.7076 ,37.7351 ,2025-02-12
2313,250026577,원창3리,Wonchang 3(sam)-ri,127.7666 ,37.7935 ,2025-02-12
2314,250026578,원창3리,Wonchang 3(sam)-ri,127.7664 ,37.7931 ,2025-02-12
2315,250026579,갈골교,Galgolgyo,127.7403 ,37.7831 ,2025-02-12
2316,250026580,갈골교,Galgolgyo,127.7404 ,37.7828 ,2025-02-12
2317,250026581,남춘천역2번출구,Namchuncheon Station Exit 2(i),127.7248 ,37.8638 ,2025-02-12
2318,250026582,케이티앤지,KT,127.7274 ,37.8615 ,2025-02-12
2319,250026583,휴먼시아2차,Humansia 2(i)-cha,127.7333 ,37.8605 ,2025-02-12
2320,250026584,휴먼시아1차,Humansia 1(il)-cha,127.7334 ,37.8607 ,2025-02-12
2323,265000806,퇴계동행복센터,Toegye Community Service Center,127.7297 ,37.8629 ,2025-02-12
2324,265000807,퇴계동행복센터,Toegye Community Service Center,127.7291 ,37.8630 ,2025-02-12
2325,250026596,간척사거리,Gancheok Sageori,127.8173 ,38.0279 ,2025-02-12
2326,250026593,느랏재터널입구,Neuratjae Tunnel Entrance,127.8206 ,37.8944 ,2025-02-12
2327,250026594,느랏재터널입구,Neuratjae Tunnel Entrance,127.8189 ,37.8856 ,2025-02-12
2328,250026595,소양강댐정상,Top of Soyanggang Dam,127.8121 ,37.9477 ,2025-02-12
2329,250026597,청평사종점,Cheongpyeongsa Terminus,127.8178 ,37.9819 ,2025-02-12
2330,250026598,기도원입구,Prayer House Entrance,127.8166 ,38.0195 ,2025-02-12
2331,250026599,석사교사거리,Seoksagyo Sageori,127.7397 ,37.8574 ,2025-02-12
2332,250026600,전원주택입구,Country House Entrance,127.7003 ,37.9855 ,2025-02-12
2333,250026601,전원주택입구,Country House Entrance,127.7004 ,37.9858 ,2025-02-12
2334,250026602,동광길입구,Donggwang-gil Entrance,127.7511 ,37.8883 ,2025-02-12
2335,250026603,수협,Suhyup,127.7279 ,37.8697 ,2025-02-12
2336,250026604,월송2리입구,Wolsong 2(i)-ri Entrance,127.7059 ,37.9148 ,2025-02-12
2337,250026605,월송2리입구,Wolsong 2(i)-ri Entrance,127.7062 ,37.9148 ,2025-02-12
2338,250026606,장절공입구,Jangjeolgong Entrance,127.6640 ,37.9008 ,2025-02-12
2339,250026607,장절공입구,Jangjeolgong Entrance,127.6641 ,37.9007 ,2025-02-12
2340,250026608,호수요양병원,Hosu Hospital,127.6959 ,37.9825 ,2025-02-12
2341,250026609,율문3리입구,Yulmun 3(sam)-ri Entrance,127.7518 ,37.9340 ,2025-02-12
2342,250026610,고탄농협,Gotan Nonghyup,127.7094 ,37.9881 ,2025-02-12
2343,250026611,고탄농협,Gotan Nonghyup,127.7093 ,37.9882 ,2025-02-12
2344,250026617,공단입구,Industrial Complex Entrance,127.7499 ,37.8910 ,2025-02-12
2345,250026618,공단입구,Industrial Complex Entrance,127.7500 ,37.8908 ,2025-02-12
2346,250026619,오탄2리입구,Otan 2(i)-ri Entrance,127.6094 ,38.0497 ,2025-02-12
2347,250026620,오탄3리입구,Otan 3(i)-ri Entrance,127.6101 ,38.0507 ,2025-02-12
2348,250026621,삼포,Sampo,127.7127 ,37.7991 ,2025-02-12
2349,250026622,방앗간앞,Mill Front,127.7783 ,37.9380 ,2025-02-12
2350,250026623,침례교회앞,Baptist Church Front,127.7794 ,37.9393 ,2025-02-12
2351,250026624,원정사입구,Wonjeongsa Entrance,127.7794 ,37.9419 ,2025-02-12
2352,250026625,유포리,Yupo-ri,127.7787 ,37.9461 ,2025-02-12
2353,250027017,국유림관리소앞,National Forest Office Front,127.7747 ,37.9341 ,2025-02-12
2354,250026627,상걸2리,Sanggeol 2(i)-ri,127.8553 ,37.8554 ,2025-02-12
2355,250026628,상걸2리,Sanggeol 2(i)-ri,127.8560 ,37.8548 ,2025-02-12
2356,250026629,한화제약입구,Han Wha Pharma Entrance,127.5678 ,37.7566 ,2025-02-12
2357,250026630,한화제약입구,Han Wha Pharma Entrance,127.5676 ,37.7569 ,2025-02-12
2358,250026631,박암리,Bagam-ri,127.5292 ,37.7305 ,2025-02-12
2359,250026632,부강연립앞,Bugang Row House Front,127.7122 ,37.8785 ,2025-02-12
2360,250026633,당림1리3반,Dangnim 1(il)-ri 3(sam)-ban,127.6166 ,37.8590 ,2025-02-12
2361,250026634,당림1리5반,Dangnim 1(il)-ri 5(o)-ban,127.6056 ,37.8460 ,2025-02-12
2362,250026635,풀무원입구,Pulmuone Entrance,127.6082 ,37.8425 ,2025-02-12
2363,250026636,당림리,Dangnim-ri,127.6020 ,37.8502 ,2025-02-12
2364,265000810,봄봄유치원,Bombom Kindergarten,127.7125 ,37.8337 ,2025-02-12
