노선번호,노선,정류장순서,정류장,정류장명,경도,위도,데이터기준일
1,250000100,1,265000793,상공회의소,127.75267,37.89832,2025-02-12
1,250000100,2,250026779,장학해온채A,127.75391,37.89731,2025-02-12
1,250000100,3,250026778,장학교차로,127.75555,37.89383,2025-02-12
1,250000100,4,250026830,장학부영A,127.75278,37.89642,2025-02-12
1,250000100,5,250001211,후평동종점,127.74865,37.89326,2025-02-12
1,250000100,6,250001377,춘천기계공고,127.74898,37.89114,2025-02-12
1,250000100,7,250001873,정부합동청사,127.74931,37.88887,2025-02-12
1,250000100,8,250001505,동광오거리,127.74955,37.88523,2025-02-12
1,250000100,9,250001277,한국전력공사입구,127.74871,37.88346,2025-02-12
1,250000100,10,250001295,포스코더샵A,127.7486,37.8815,2025-02-12
1,250000100,11,250001786,충인교회,127.75001,37.87954,2025-02-12
1,250000100,12,250001853,일성트루엘A,127.74822,37.87735,2025-02-12
1,250000100,13,250002238,푸른언덕공원,127.74556,37.87622,2025-02-12
1,250000100,14,250001750,강원대학병원,127.74295,37.87474,2025-02-12
1,250000100,15,250001678,춘천청소년수련관,127.74109,37.87438,2025-02-12
1,250000100,16,250001230,중부지구대,127.73797,37.87579,2025-02-12
1,250000100,17,250001545,동부시장,127.73429,37.87658,2025-02-12
1,250000100,18,250001914,육림고개,127.7308,37.87719,2025-02-12
1,250000100,19,250002077,시청입구,127.72874,37.87957,2025-02-12
1,250000100,20,250002029,명동입구,127.7267,37.87969,2025-02-12
1,250000100,21,250001848,중앙시장/중앙초교,127.72505,37.87834,2025-02-12
1,250000100,22,250001202,중앙로입구,127.72307,37.87703,2025-02-12
1,250000100,23,250001349,춘천시보건소,127.72076,37.87617,2025-02-12
1,250000100,24,250001353,춘천중학교,127.7177,37.87521,2025-02-12
1,250000100,25,250001350,엘타워/미소지움,127.71702,37.87405,2025-02-12
1,250000100,26,250001986,미소지움/방송대,127.72015,37.87331,2025-02-12
1,250000100,27,250002027,약사롯데캐슬,127.72313,37.8721,2025-02-12
1,250000100,28,250001626,남부시장,127.726,37.87062,2025-02-12
1,250000100,29,250026603,수협,127.72789,37.86971,2025-02-12
1,250000100,30,250002023,양우A,127.7305,37.86833,2025-02-12
1,250000100,31,250002239,춘천지방법원,127.73416,37.86611,2025-02-12
1,250000100,32,250001751,춘천사회혁신센터,127.7363,37.86417,2025-02-12
1,250000100,33,250002136,석사A,127.73912,37.86279,2025-02-12
1,250000100,34,250002148,석사4거리,127.74329,37.86117,2025-02-12
1,250000100,35,250002147,석사교회,127.7446,37.85989,2025-02-12
1,250000100,36,250001386,교육대학교,127.7471,37.85718,2025-02-12
1,250000100,37,250002016,여성가족연구원,127.74868,37.85579,2025-02-12
1,250000100,38,250002138,석사삼익A,127.75114,37.8531,2025-02-12
1,250000100,39,250002145,석사극동A,127.75271,37.85105,2025-02-12
1,250000100,40,250001273,장애인종합복지관,127.75585,37.84689,2025-02-12
1,250000100,41,250001354,학곡2리,127.7588,37.83985,2025-02-12
1,250000100,42,250001282,학곡리종점,127.76038,37.83495,2025-02-12
1,250000100,43,250001167,원창고개입구,127.76313,37.83234,2025-02-12
1,250000100,44,250027094,춘천자원,127.76397,37.8279,2025-02-12
1,250000100,45,265000751,사암4리,127.76395,37.82383,2025-02-12
1,250000100,46,250026776,학곡리,127.76328,37.82284,2025-02-12
1,250000100,47,265000745,화물공영차고지,127.76246,37.822,2025-02-12
1,250000100,48,265000744,화물공영차고지,127.76282,37.82181,2025-02-12
1,250000100,49,250027084,학곡리,127.76339,37.82274,2025-02-12
1,250000100,50,250026772,사암4리,127.76413,37.82384,2025-02-12
1,250000100,51,250027095,춘천자원,127.76405,37.82823,2025-02-12
1,250000100,52,250001166,학곡리,127.76325,37.83245,2025-02-12
1,250000100,53,250001283,학곡리종점,127.7606,37.8351,2025-02-12
1,250000100,54,250001355,학곡2리,127.75905,37.84005,2025-02-12
1,250000100,55,250001274,장애인종합복지관,127.7554,37.84753,2025-02-12
1,250000100,56,250002146,석사극동A,127.75288,37.85121,2025-02-12
1,250000100,57,250002139,초록지붕A,127.75133,37.85329,2025-02-12
1,250000100,58,250001527,로데오거리,127.75067,37.85426,2025-02-12
1,250000100,59,250002015,여성가족연구원,127.74857,37.85616,2025-02-12
1,250000100,60,250001385,교육대학교,127.74647,37.85821,2025-02-12
1,250000100,61,250002140,석사사거리,127.74514,37.85961,2025-02-12
1,250000100,62,250001546,동보A,127.74218,37.86186,2025-02-12
1,250000100,63,250002137,석사A,127.73935,37.86293,2025-02-12
1,250000100,64,250001752,병무청앞,127.73517,37.86553,2025-02-12
1,250000100,65,250002024,양우A,127.73157,37.86795,2025-02-12
1,250000100,66,250001276,한국토지주택공사,127.72924,37.86929,2025-02-12
1,250000100,67,250001627,남부시장,127.72754,37.87013,2025-02-12
1,250000100,68,250002028,남부사거리,127.7246,37.87154,2025-02-12
1,250000100,69,250001987,모아엘가A,127.72193,37.87293,2025-02-12
1,250000100,70,250001351,춘천중학교정문,127.71805,37.874,2025-02-12
1,250000100,71,250001352,춘천중학교,127.71718,37.87484,2025-02-12
1,250000100,72,250001348,춘천초등학교,127.72098,37.87602,2025-02-12
1,250000100,73,250001847,중앙로입구,127.72415,37.87736,2025-02-12
1,250000100,74,250001498,명동입구,127.72629,37.87906,2025-02-12
1,250000100,75,250002076,M백화점,127.72915,37.87876,2025-02-12
1,250000100,76,250001913,육림고개,127.73047,37.87724,2025-02-12
1,250000100,77,250001544,동부시장,127.73348,37.8763,2025-02-12
1,250000100,78,250001229,중부지구대,127.73851,37.87533,2025-02-12
1,250000100,79,250001677,춘천청소년수련관,127.74071,37.87433,2025-02-12
1,250000100,80,250001749,강원대학병원,127.74331,37.87484,2025-02-12
1,250000100,81,250002237,푸른언덕공원,127.7463,37.87627,2025-02-12
1,250000100,82,250001205,후평중학교,127.74843,37.87723,2025-02-12
1,250000100,83,250001785,신한은행후평동지점,127.75049,37.87928,2025-02-12
1,250000100,84,250001292,포스코더샵A,127.74948,37.88067,2025-02-12
1,250000100,85,250001278,한국전력공사입구,127.74899,37.88349,2025-02-12
1,250000100,86,250001506,동광오거리,127.74958,37.8847,2025-02-12
1,250000100,87,250001874,정부합동청사,127.74964,37.88843,2025-02-12
1,250000100,88,250001378,기계공고,127.74911,37.89186,2025-02-12
1,250000100,89,250001212,후평동종점,127.74889,37.89333,2025-02-12
1,250000100,90,265000805,장학LH정문,127.75076,37.89657,2025-02-12
1,250000100,91,250026831,장학LH1단지,127.75261,37.89635,2025-02-12
1,250000100,92,250026917,강원고앞,127.75523,37.89519,2025-02-12
1,250000100,93,265000792,상공회의소,127.75267,37.89849,2025-02-12
2,250000200,1,265000793,상공회의소,127.75267,37.89832,2025-02-12
2,250000200,2,250026779,장학해온채A,127.75391,37.89731,2025-02-12
2,250000200,3,250026778,장학교차로,127.75555,37.89383,2025-02-12
2,250000200,4,250001754,강동농협장학지점,127.75321,37.89175,2025-02-12
2,250000200,5,250026617,공단입구,127.74988,37.89102,2025-02-12
2,250000200,6,250001563,도민일보,127.74479,37.89053,2025-02-12
2,250000200,7,250001540,동산A,127.74217,37.88919,2025-02-12
2,250000200,8,250002229,봉의A,127.74494,37.88674,2025-02-12
2,250000200,9,250002124,세경3차,127.74411,37.88482,2025-02-12
2,250000200,10,250001547,동보빌리지,127.74114,37.8838,2025-02-12
2,250000200,11,250002127,한림대학교,127.7384,37.88355,2025-02-12
2,250000200,12,250001262,향교,127.73466,37.8815,2025-02-12
2,250000200,13,250001358,춘천시청별관,127.73269,37.88171,2025-02-12
2,250000200,14,250026768,e편한세상,127.7266,37.8841,2025-02-12
2,250000200,15,250001372,춘천농협,127.7234,37.88444,2025-02-12
2,250000200,16,250001886,소양로우체국,127.72624,37.88105,2025-02-12
2,250000200,17,250002029,명동입구,127.7267,37.87969,2025-02-12
2,250000200,18,250001848,중앙시장/중앙초교,127.72505,37.87834,2025-02-12
2,250000200,19,250001202,중앙로입구,127.72307,37.87703,2025-02-12
2,250000200,20,250001349,춘천시보건소,127.72076,37.87617,2025-02-12
2,250000200,21,250001353,춘천중학교,127.7177,37.87521,2025-02-12
2,250000200,22,250001350,엘타워/미소지움,127.71702,37.87405,2025-02-12
2,250000200,23,250001986,미소지움/방송대,127.72015,37.87331,2025-02-12
2,250000200,24,265000677,온의롯데캐슬,127.71853,37.8693,2025-02-12
2,250000200,25,250001989,온의금호1차,127.71586,37.86871,2025-02-12
2,250000200,26,250001985,럭키A,127.71825,37.86652,2025-02-12
2,250000200,27,250002081,시외버스터미널,127.71988,37.86418,2025-02-12
2,250000200,28,250001903,은행나무공원,127.72013,37.8617,2025-02-12
2,250000200,29,250001621,남춘천중학교,127.72144,37.86056,2025-02-12
2,250000200,30,250001307,한진한성,127.72324,37.85942,2025-02-12
2,250000200,31,250001306,퇴계현대1차,127.72646,37.85789,2025-02-12
2,250000200,32,250001326,퇴계동입구,127.72772,37.85927,2025-02-12
2,250000200,33,250001921,유승한내들,127.73104,37.86184,2025-02-12
2,250000200,34,250026583,휴먼시아2차,127.73334,37.8605,2025-02-12
2,250000200,35,250001322,퇴계주공2차,127.73708,37.85843,2025-02-12
2,250000200,36,250002132,봄내초등학교,127.74176,37.85641,2025-02-12
2,250000200,37,250001321,퇴계주공3.4차,127.74439,37.85568,2025-02-12
2,250000200,38,250001172,로데오거리,127.74831,37.85505,2025-02-12
2,250000200,39,250002138,석사삼익A,127.75114,37.8531,2025-02-12
2,250000200,40,250002145,석사극동A,127.75271,37.85105,2025-02-12
2,250000200,41,250026846,태백교,127.75362,37.84872,2025-02-12
2,250000200,42,250026660,스무숲입구,127.7488,37.85061,2025-02-12
2,250000200,43,250002018,현진에버빌1차,127.74756,37.85038,2025-02-12
2,250000200,44,250026661,춘천고용복지센터,127.74471,37.85146,2025-02-12
2,250000200,45,250002086,시립요양원입구,127.75003,37.85058,2025-02-12
2,250000200,46,250002146,석사극동A,127.75288,37.85121,2025-02-12
2,250000200,47,250002139,초록지붕A,127.75133,37.85329,2025-02-12
2,250000200,48,250001320,퇴계주공3.4차,127.74487,37.85577,2025-02-12
2,250000200,49,250002131,봄내초교,127.74204,37.85655,2025-02-12
2,250000200,50,250026599,석사교사거리,127.7397,37.85738,2025-02-12
2,250000200,51,250001323,퇴계주공1차,127.73702,37.85871,2025-02-12
2,250000200,52,250026584,휴먼시아1차,127.7334,37.86073,2025-02-12
2,250000200,53,250001922,유승한내들,127.73139,37.8619,2025-02-12
2,250000200,54,250001327,남부초교,127.72749,37.85927,2025-02-12
2,250000200,55,250001305,퇴계현대1차,127.72499,37.8586,2025-02-12
2,250000200,56,250001324,퇴계우체국,127.72329,37.8596,2025-02-12
2,250000200,57,250001620,남춘천초교,127.72193,37.86045,2025-02-12
2,250000200,58,250001902,열린공원,127.72049,37.86161,2025-02-12
2,250000200,59,250002080,시외버스터미널,127.71991,37.86372,2025-02-12
2,250000200,60,250001759,춘천우체국,127.72012,37.86586,2025-02-12
2,250000200,61,250001984,풍물시장,127.71741,37.86737,2025-02-12
2,250000200,62,250001988,온의금호1차,127.7162,37.86888,2025-02-12
2,250000200,63,265000676,롯데마트춘천점,127.71831,37.86916,2025-02-12
2,250000200,64,250027093,방송통신대앞,127.72081,37.87193,2025-02-12
2,250000200,65,250001351,춘천중학교정문,127.71805,37.874,2025-02-12
2,250000200,66,250001352,춘천중학교,127.71718,37.87484,2025-02-12
2,250000200,67,250001348,춘천초등학교,127.72098,37.87602,2025-02-12
2,250000200,68,250001847,중앙로입구,127.72415,37.87736,2025-02-12
2,250000200,69,250001849,중앙시장,127.72549,37.87841,2025-02-12
2,250000200,70,250001885,인성병원,127.72663,37.8811,2025-02-12
2,250000200,71,265000722,KT,127.72382,37.88231,2025-02-12
2,250000200,72,250001371,춘천농협,127.7233,37.88342,2025-02-12
2,250000200,73,250026767,한신휴플러스,127.72636,37.88398,2025-02-12
2,250000200,74,250001359,춘천시청별관,127.73264,37.88151,2025-02-12
2,250000200,75,250001263,향교,127.73523,37.8817,2025-02-12
2,250000200,76,250001275,한림대학교,127.73737,37.8831,2025-02-12
2,250000200,77,250001548,동보빌리지,127.74144,37.88358,2025-02-12
2,250000200,78,250002125,세경3차,127.7437,37.88438,2025-02-12
2,250000200,79,250001686,농협후석로지점,127.7458,37.88628,2025-02-12
2,250000200,80,250002230,봉의A,127.74418,37.88773,2025-02-12
2,250000200,81,250001541,소방서,127.74245,37.88925,2025-02-12
2,250000200,82,250001564,도민일보,127.74313,37.89017,2025-02-12
2,250000200,83,250001375,기계공고,127.74669,37.89051,2025-02-12
2,250000200,84,250026618,공단입구,127.74999,37.89084,2025-02-12
2,250000200,85,250001753,강동농협장학지점,127.75348,37.89169,2025-02-12
2,250000200,86,250026917,강원고앞,127.75523,37.89519,2025-02-12
2,250000200,87,265000792,상공회의소,127.75267,37.89849,2025-02-12
2-S,250000201,1,250026779,장학해온채A,127.75391,37.89731,2025-02-12
2-S,250000201,2,250026778,장학교차로,127.75555,37.89383,2025-02-12
2-S,250000201,3,250001754,강동농협장학지점,127.75321,37.89175,2025-02-12
2-S,250000201,4,250026617,공단입구,127.74988,37.89102,2025-02-12
2-S,250000201,5,250001563,도민일보,127.74479,37.89053,2025-02-12
2-S,250000201,6,250001540,동산A,127.74217,37.88919,2025-02-12
2-S,250000201,7,250002229,봉의A,127.74494,37.88674,2025-02-12
2-S,250000201,8,250002124,세경3차,127.74411,37.88482,2025-02-12
2-S,250000201,9,250001547,동보빌리지,127.74114,37.8838,2025-02-12
2-S,250000201,10,250002127,한림대학교,127.7384,37.88355,2025-02-12
2-S,250000201,11,250001262,향교,127.73466,37.8815,2025-02-12
2-S,250000201,12,250001358,춘천시청별관,127.73269,37.88171,2025-02-12
2-S,250000201,13,250026768,e편한세상,127.7266,37.8841,2025-02-12
2-S,250000201,14,250001372,춘천농협,127.7234,37.88444,2025-02-12
2-S,250000201,15,250001886,소양로우체국,127.72624,37.88105,2025-02-12
2-S,250000201,16,250002029,명동입구,127.7267,37.87969,2025-02-12
2-S,250000201,17,250001848,중앙시장/중앙초교,127.72505,37.87834,2025-02-12
2-S,250000201,18,250001202,중앙로입구,127.72307,37.87703,2025-02-12
2-S,250000201,19,250001349,춘천시보건소,127.72076,37.87617,2025-02-12
2-S,250000201,20,250001353,춘천중학교,127.7177,37.87521,2025-02-12
2-S,250000201,21,250001350,엘타워/미소지움,127.71702,37.87405,2025-02-12
2-S,250000201,22,250001986,미소지움/방송대,127.72015,37.87331,2025-02-12
2-S,250000201,23,265000677,온의롯데캐슬,127.71853,37.8693,2025-02-12
2-S,250000201,24,250001989,온의금호1차,127.71586,37.86871,2025-02-12
2-S,250000201,25,250001985,럭키A,127.71825,37.86652,2025-02-12
2-S,250000201,26,250002081,시외버스터미널,127.71988,37.86418,2025-02-12
2-S,250000201,27,250001903,은행나무공원,127.72013,37.8617,2025-02-12
2-S,250000201,28,250001621,남춘천중학교,127.72144,37.86056,2025-02-12
2-S,250000201,29,250001307,한진한성,127.72324,37.85942,2025-02-12
2-S,250000201,30,250001306,퇴계현대1차,127.72646,37.85789,2025-02-12
2-S,250000201,31,250001326,퇴계동입구,127.72772,37.85927,2025-02-12
2-S,250000201,32,250001921,유승한내들,127.73104,37.86184,2025-02-12
2-S,250000201,33,250026583,휴먼시아2차,127.73334,37.8605,2025-02-12
2-S,250000201,34,250001322,퇴계주공2차,127.73708,37.85843,2025-02-12
2-S,250000201,35,250002132,봄내초등학교,127.74176,37.85641,2025-02-12
2-S,250000201,36,250001321,퇴계주공3.4차,127.74439,37.85568,2025-02-12
2-S,250000201,37,250001172,로데오거리,127.74831,37.85505,2025-02-12
2-S,250000201,38,250002138,석사삼익A,127.75114,37.8531,2025-02-12
2-S,250000201,39,250002145,석사극동A,127.75271,37.85105,2025-02-12
2-S,250000201,40,250026846,태백교,127.75362,37.84872,2025-02-12
2-S,250000201,41,250026660,스무숲입구,127.7488,37.85061,2025-02-12
2-S,250000201,42,250002018,현진에버빌1차,127.74756,37.85038,2025-02-12
2-S,250000201,43,250026661,춘천고용복지센터,127.74471,37.85146,2025-02-12
2-S,250000201,44,250002086,시립요양원입구,127.75003,37.85058,2025-02-12
2-S,250000201,45,250002146,석사극동A,127.75288,37.85121,2025-02-12
2-S,250000201,46,250002139,초록지붕A,127.75133,37.85329,2025-02-12
2-S,250000201,47,250001320,퇴계주공3.4차,127.74487,37.85577,2025-02-12
2-S,250000201,48,250002131,봄내초교,127.74204,37.85655,2025-02-12
2-S,250000201,49,250026599,석사교사거리,127.7397,37.85738,2025-02-12
2-S,250000201,50,250001323,퇴계주공1차,127.73702,37.85871,2025-02-12
2-S,250000201,51,250026584,휴먼시아1차,127.7334,37.86073,2025-02-12
2-S,250000201,52,250001922,유승한내들,127.73139,37.8619,2025-02-12
2-S,250000201,53,250001327,남부초교,127.72749,37.85927,2025-02-12
2-S,250000201,54,250001305,퇴계현대1차,127.72499,37.8586,2025-02-12
2-S,250000201,55,250001324,퇴계우체국,127.72329,37.8596,2025-02-12
2-S,250000201,56,250001620,남춘천초교,127.72193,37.86045,2025-02-12
2-S,250000201,57,250001902,열린공원,127.72049,37.86161,2025-02-12
2-S,250000201,58,250002080,시외버스터미널,127.71991,37.86372,2025-02-12
2-S,250000201,59,250001759,춘천우체국,127.72012,37.86586,2025-02-12
2-S,250000201,60,250001984,풍물시장,127.71741,37.86737,2025-02-12
2-S,250000201,61,250001988,온의금호1차,127.7162,37.86888,2025-02-12
2-S,250000201,62,265000676,롯데마트춘천점,127.71831,37.86916,2025-02-12
2-S,250000201,63,250027093,방송통신대앞,127.72081,37.87193,2025-02-12
2-S,250000201,64,250001351,춘천중학교정문,127.71805,37.874,2025-02-12
2-S,250000201,65,250001352,춘천중학교,127.71718,37.87484,2025-02-12
2-S,250000201,66,250001348,춘천초등학교,127.72098,37.87602,2025-02-12
2-S,250000201,67,250001847,중앙로입구,127.72415,37.87736,2025-02-12
2-S,250000201,68,250001849,중앙시장,127.72549,37.87841,2025-02-12
2-S,250000201,69,250001885,인성병원,127.72663,37.8811,2025-02-12
2-S,250000201,70,265000722,KT,127.72382,37.88231,2025-02-12
2-S,250000201,71,250001371,춘천농협,127.7233,37.88342,2025-02-12
2-S,250000201,72,250026767,한신휴플러스,127.72636,37.88398,2025-02-12
2-S,250000201,73,250001359,춘천시청별관,127.73264,37.88151,2025-02-12
2-S,250000201,74,250001263,향교,127.73523,37.8817,2025-02-12
2-S,250000201,75,250001275,한림대학교,127.73737,37.8831,2025-02-12
2-S,250000201,76,250001548,동보빌리지,127.74144,37.88358,2025-02-12
2-S,250000201,77,250002125,세경3차,127.7437,37.88438,2025-02-12
2-S,250000201,78,250001686,농협후석로지점,127.7458,37.88628,2025-02-12
2-S,250000201,79,250002230,봉의A,127.74418,37.88773,2025-02-12
2-S,250000201,80,250001541,소방서,127.74245,37.88925,2025-02-12
2-S,250000201,81,250001564,도민일보,127.74313,37.89017,2025-02-12
2-S,250000201,82,250001375,기계공고,127.74669,37.89051,2025-02-12
2-S,250000201,83,250026618,공단입구,127.74999,37.89084,2025-02-12
2-S,250000201,84,250001753,강동농협장학지점,127.75348,37.89169,2025-02-12
2-S,250000201,85,250001755,강원중학교,127.75585,37.8951,2025-02-12
2-S,250000201,86,250026921,춘천여고앞,127.76149,37.88594,2025-02-12
3,250000300,1,250001211,후평동종점,127.74865,37.89326,2025-02-12
3,250000300,2,250001377,춘천기계공고,127.74898,37.89114,2025-02-12
3,250000300,3,250001873,정부합동청사,127.74931,37.88887,2025-02-12
3,250000300,4,250026642,강원도시가스,127.74817,37.88608,2025-02-12
3,250000300,5,250001685,신성교회,127.74676,37.88508,2025-02-12
3,250000300,6,250001332,토우시장,127.74774,37.88308,2025-02-12
3,250000300,7,250001293,포스코후문,127.74675,37.88169,2025-02-12
3,250000300,8,250001336,크로바A,127.74411,37.88048,2025-02-12
3,250000300,9,250002227,봉의중학교,127.74152,37.8793,2025-02-12
3,250000300,10,250001658,교동초교입구,127.73815,37.87778,2025-02-12
3,250000300,11,250001545,동부시장,127.73429,37.87658,2025-02-12
3,250000300,12,250001914,육림고개,127.7308,37.87719,2025-02-12
3,250000300,13,250002077,시청입구,127.72874,37.87957,2025-02-12
3,250000300,14,250002029,명동입구,127.7267,37.87969,2025-02-12
3,250000300,15,250001848,중앙시장/중앙초교,127.72505,37.87834,2025-02-12
3,250000300,16,250001202,중앙로입구,127.72307,37.87703,2025-02-12
3,250000300,17,250001349,춘천시보건소,127.72076,37.87617,2025-02-12
3,250000300,18,250001353,춘천중학교,127.7177,37.87521,2025-02-12
3,250000300,19,250001684,공지사거리,127.71469,37.8743,2025-02-12
3,250000300,20,250001862,조각공원,127.71386,37.87307,2025-02-12
3,250000300,21,250001989,온의금호1차,127.71586,37.86871,2025-02-12
3,250000300,22,250001985,럭키A,127.71825,37.86652,2025-02-12
3,250000300,23,250002081,시외버스터미널,127.71988,37.86418,2025-02-12
3,250000300,24,250001903,은행나무공원,127.72013,37.8617,2025-02-12
3,250000300,25,250001621,남춘천중학교,127.72144,37.86056,2025-02-12
3,250000300,26,250001307,한진한성,127.72324,37.85942,2025-02-12
3,250000300,27,250001306,퇴계현대1차,127.72646,37.85789,2025-02-12
3,250000300,28,250001326,퇴계동입구,127.72772,37.85927,2025-02-12
3,250000300,29,250001325,퇴계우성A,127.7301,37.86001,2025-02-12
3,250000300,30,250026588,중앙하이츠2차,127.73563,37.85698,2025-02-12
3,250000300,31,250001846,중앙하이츠1차,127.7371,37.85466,2025-02-12
3,250000300,32,250026543,홈플러스,127.73516,37.85084,2025-02-12
3,250000300,33,250001330,퇴계금호A,127.73891,37.84908,2025-02-12
3,250000300,34,250001316,퇴계주공6차,127.74085,37.85034,2025-02-12
3,250000300,35,250001315,퇴계주공6차,127.74154,37.85135,2025-02-12
3,250000300,36,250026661,춘천고용복지센터,127.74471,37.85146,2025-02-12
3,250000300,37,250026660,스무숲입구,127.7488,37.85061,2025-02-12
3,250000300,38,250002018,현진에버빌1차,127.74756,37.85038,2025-02-12
3,250000300,39,250002017,퇴계주공6단지,127.74301,37.85127,2025-02-12
3,250000300,40,250001314,퇴계주공6차A,127.74085,37.85115,2025-02-12
3,250000300,41,250001310,퇴계한주A,127.73902,37.84926,2025-02-12
3,250000300,42,250001309,홈플러스,127.73566,37.85083,2025-02-12
3,250000300,43,250001843,중앙하이츠1차,127.73739,37.85456,2025-02-12
3,250000300,44,250026587,퇴계주공2차,127.73464,37.85789,2025-02-12
3,250000300,45,250001171,퇴계우성A,127.73091,37.85994,2025-02-12
3,250000300,46,250001327,남부초교,127.72749,37.85927,2025-02-12
3,250000300,47,250001305,퇴계현대1차,127.72499,37.8586,2025-02-12
3,250000300,48,250001324,퇴계우체국,127.72329,37.8596,2025-02-12
3,250000300,49,250001620,남춘천초교,127.72193,37.86045,2025-02-12
3,250000300,50,250001902,열린공원,127.72049,37.86161,2025-02-12
3,250000300,51,250002080,시외버스터미널,127.71991,37.86372,2025-02-12
3,250000300,52,250001759,춘천우체국,127.72012,37.86586,2025-02-12
3,250000300,53,250001984,풍물시장,127.71741,37.86737,2025-02-12
3,250000300,54,250001988,온의금호1차,127.7162,37.86888,2025-02-12
3,250000300,55,250001683,공지천사거리,127.71475,37.8741,2025-02-12
3,250000300,56,250001352,춘천중학교,127.71718,37.87484,2025-02-12
3,250000300,57,250001348,춘천초등학교,127.72098,37.87602,2025-02-12
3,250000300,58,250001847,중앙로입구,127.72415,37.87736,2025-02-12
3,250000300,59,250001498,명동입구,127.72629,37.87906,2025-02-12
3,250000300,60,250002076,M백화점,127.72915,37.87876,2025-02-12
3,250000300,61,250001913,육림고개,127.73047,37.87724,2025-02-12
3,250000300,62,250001544,동부시장,127.73348,37.8763,2025-02-12
3,250000300,63,250001659,교동초교입구,127.73768,37.87733,2025-02-12
3,250000300,64,250002228,봉의중학교,127.7416,37.87912,2025-02-12
3,250000300,65,250001337,크로바A,127.74504,37.88068,2025-02-12
3,250000300,66,250001294,포스코후문,127.74694,37.88154,2025-02-12
3,250000300,67,250001331,토우시장,127.74742,37.88437,2025-02-12
3,250000300,68,250026643,강원도시가스,127.74792,37.88586,2025-02-12
3,250000300,69,250001874,정부합동청사,127.74964,37.88843,2025-02-12
3,250000300,70,250001378,기계공고,127.74911,37.89186,2025-02-12
3,250000300,71,250001212,후평동종점,127.74889,37.89333,2025-02-12
3-S,250000301,1,250001211,후평동종점,127.74865,37.89326,2025-02-12
3-S,250000301,2,250001377,춘천기계공고,127.74898,37.89114,2025-02-12
3-S,250000301,3,250001873,정부합동청사,127.74931,37.88887,2025-02-12
3-S,250000301,4,250026642,강원도시가스,127.74817,37.88608,2025-02-12
3-S,250000301,5,250001685,신성교회,127.74676,37.88508,2025-02-12
3-S,250000301,6,250001332,토우시장,127.74774,37.88308,2025-02-12
3-S,250000301,7,250001293,포스코후문,127.74675,37.88169,2025-02-12
3-S,250000301,8,250001336,크로바A,127.74411,37.88048,2025-02-12
3-S,250000301,9,250002227,봉의중학교,127.74152,37.8793,2025-02-12
3-S,250000301,10,250001658,교동초교입구,127.73815,37.87778,2025-02-12
3-S,250000301,11,250001545,동부시장,127.73429,37.87658,2025-02-12
3-S,250000301,12,250001914,육림고개,127.7308,37.87719,2025-02-12
3-S,250000301,13,250002077,시청입구,127.72874,37.87957,2025-02-12
3-S,250000301,14,250002029,명동입구,127.7267,37.87969,2025-02-12
3-S,250000301,15,250001848,중앙시장/중앙초교,127.72505,37.87834,2025-02-12
3-S,250000301,16,250001202,중앙로입구,127.72307,37.87703,2025-02-12
3-S,250000301,17,250001349,춘천시보건소,127.72076,37.87617,2025-02-12
3-S,250000301,18,250001353,춘천중학교,127.7177,37.87521,2025-02-12
3-S,250000301,19,250001684,공지사거리,127.71469,37.8743,2025-02-12
3-S,250000301,20,250001862,조각공원,127.71386,37.87307,2025-02-12
3-S,250000301,21,250001989,온의금호1차,127.71586,37.86871,2025-02-12
3-S,250000301,22,250001985,럭키A,127.71825,37.86652,2025-02-12
3-S,250000301,23,250002081,시외버스터미널,127.71988,37.86418,2025-02-12
3-S,250000301,24,250001903,은행나무공원,127.72013,37.8617,2025-02-12
3-S,250000301,25,250001621,남춘천중학교,127.72144,37.86056,2025-02-12
3-S,250000301,26,250001307,한진한성,127.72324,37.85942,2025-02-12
3-S,250000301,27,250001306,퇴계현대1차,127.72646,37.85789,2025-02-12
3-S,250000301,28,250001326,퇴계동입구,127.72772,37.85927,2025-02-12
3-S,250000301,29,250001325,퇴계우성A,127.7301,37.86001,2025-02-12
3-S,250000301,30,250026588,중앙하이츠2차,127.73563,37.85698,2025-02-12
3-S,250000301,31,250001846,중앙하이츠1차,127.7371,37.85466,2025-02-12
3-S,250000301,32,250026543,홈플러스,127.73516,37.85084,2025-02-12
3-S,250000301,33,250001330,퇴계금호A,127.73891,37.84908,2025-02-12
3-S,250000301,34,250001316,퇴계주공6차,127.74085,37.85034,2025-02-12
3-S,250000301,35,250001315,퇴계주공6차,127.74154,37.85135,2025-02-12
3-S,250000301,36,250026661,춘천고용복지센터,127.74471,37.85146,2025-02-12
3-S,250000301,37,250026660,스무숲입구,127.7488,37.85061,2025-02-12
3-S,250000301,38,250002018,현진에버빌1차,127.74756,37.85038,2025-02-12
3-S,250000301,39,250002017,퇴계주공6단지,127.74301,37.85127,2025-02-12
3-S,250000301,40,250001314,퇴계주공6차A,127.74085,37.85115,2025-02-12
3-S,250000301,41,250001310,퇴계한주A,127.73902,37.84926,2025-02-12
3-S,250000301,42,250001309,홈플러스,127.73566,37.85083,2025-02-12
3-S,250000301,43,250001843,중앙하이츠1차,127.73739,37.85456,2025-02-12
3-S,250000301,44,250026587,퇴계주공2차,127.73464,37.85789,2025-02-12
